product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,payment_sequential,payment_installments,payment_value,review_score
3000.0,33.0,37.0,22.0,19.9,15.1,2.0,2.0,21.68,3.0
300.0,25.0,20.0,20.0,13.2,19.04,1.0,1.0,54.1,1.0
550.0,36.0,8.0,15.0,149.0,19.14,1.0,1.0,81.21,5.0
3400.0,41.0,15.0,25.0,99.99,9.71,1.0,1.0,103.51,5.0
1563.0,20.0,16.0,17.0,49.77,15.1,1.0,3.0,131.08,5.0
3400.0,45.0,15.0,35.0,139.99,20.22,1.0,1.0,158.07,5.0
364.0,20.0,25.0,11.0,49.95,17.78,1.0,1.0,16.71,4.0
1500.0,45.0,30.0,45.0,21.9,15.23,1.0,10.0,120.38,4.0
26700.0,80.0,41.0,46.0,39.9,15.23,1.0,3.0,108.17,5.0
300.0,16.0,20.0,15.0,69.9,16.25,1.0,3.0,183.73,5.0
331.0,19.0,13.0,13.0,364.0,34.69,1.0,6.0,506.39,3.0
333.0,30.0,4.0,26.0,364.0,34.69,1.0,1.0,319.11,2.0
21400.0,48.0,65.0,48.0,56.99,8.72,1.0,3.0,191.46,4.0
20100.0,61.0,61.0,37.0,29.0,15.1,1.0,3.0,79.9,5.0
150.0,17.0,21.0,15.0,45.0,15.23,1.0,8.0,183.92,4.0
717.0,20.0,7.0,15.0,429.9,20.26,1.0,1.0,147.3,5.0
250.0,16.0,5.0,15.0,75.0,17.78,1.0,3.0,145.0,5.0
500.0,18.0,9.0,16.0,48.78,13.44,1.0,1.0,22.06,5.0
350.0,17.0,7.0,13.0,58.58,1.34,1.0,5.0,82.98,5.0
800.0,20.0,10.0,20.0,19.99,15.23,1.0,1.0,54.37,2.0
200.0,22.0,12.0,16.0,219.9,18.79,1.0,3.0,91.66,5.0
6050.0,18.0,39.0,31.0,249.99,17.19,1.0,1.0,93.28,5.0
300.0,20.0,7.0,15.0,149.9,38.01,1.0,5.0,59.14,5.0
350.0,25.0,10.0,20.0,48.0,24.84,1.0,1.0,77.79,1.0
2200.0,35.0,10.0,18.0,48.0,24.84,1.0,2.0,99.57,1.0
757.0,22.0,6.0,20.0,58.99,20.81,2.0,1.0,50.0,5.0
200.0,28.0,5.0,15.0,47.9,14.1,1.0,2.0,1518.55,5.0
204.0,19.0,17.0,16.0,1200.0,60.76,1.0,1.0,114.74,5.0
250.0,16.0,6.0,11.0,49.9,50.85,1.0,2.0,87.27,5.0
7300.0,33.0,30.0,44.0,38.9,13.71,1.0,1.0,130.69,5.0
3850.0,53.0,43.0,11.0,35.0,12.24,1.0,1.0,9.16,4.0
200.0,28.0,9.0,18.0,35.0,12.24,1.0,1.0,103.6,5.0
1900.0,45.0,6.0,20.0,169.9,27.62,1.0,1.0,108.9,5.0
650.0,16.0,6.0,20.0,59.9,11.92,8.0,1.0,30.0,5.0
1300.0,20.0,40.0,20.0,164.9,16.78,1.0,1.0,55.09,5.0
100.0,20.0,7.0,15.0,166.99,23.49,1.0,1.0,32.63,4.0
14675.0,55.0,64.0,52.0,99.99,19.4,1.0,10.0,398.85,5.0
20500.0,58.0,28.0,58.0,25.6,16.11,1.0,1.0,122.9,5.0
1450.0,50.0,8.0,40.0,31.9,21.15,1.0,7.0,75.68,5.0
2000.0,30.0,4.0,23.0,114.9,13.82,1.0,4.0,47.68,4.0
175.0,25.0,25.0,25.0,22.99,11.85,1.0,2.0,75.07,5.0
700.0,60.0,11.0,20.0,75.9,18.41,1.0,4.0,43.09,4.0
100.0,16.0,16.0,16.0,649.9,14.73,1.0,3.0,58.2,5.0
50.0,16.0,12.0,12.0,340.0,18.53,1.0,10.0,341.51,5.0
12100.0,54.0,40.0,52.0,69.9,27.45,1.0,3.0,228.41,1.0
525.0,30.0,6.0,13.0,49.0,17.67,2.0,1.0,56.39,1.0
1250.0,30.0,12.0,16.0,49.0,17.67,1.0,1.0,71.63,5.0
150.0,18.0,6.0,11.0,49.0,17.67,1.0,1.0,187.34,1.0
300.0,30.0,30.0,30.0,84.99,15.35,1.0,1.0,62.69,5.0
8900.0,53.0,50.0,16.0,99.9,13.25,1.0,1.0,91.08,5.0
400.0,25.0,10.0,18.0,89.99,45.09,1.0,1.0,87.94,5.0
650.0,30.0,4.0,19.0,18.98,14.58,1.0,1.0,75.27,5.0
625.0,23.0,22.0,11.0,129.99,28.0,1.0,1.0,88.08,4.0
1700.0,80.0,20.0,20.0,125.9,18.13,1.0,1.0,97.17,5.0
1050.0,30.0,35.0,30.0,119.99,44.64,1.0,1.0,298.09,5.0
100.0,16.0,5.0,20.0,39.0,22.06,1.0,1.0,125.09,1.0
9500.0,95.0,15.0,65.0,82.0,17.01,1.0,8.0,156.33,5.0
300.0,20.0,20.0,11.0,12.88,8.27,1.0,2.0,58.49,5.0
350.0,17.0,26.0,17.0,499.99,6.72,1.0,1.0,73.34,5.0
1550.0,27.0,24.0,27.0,959.0,40.34,2.0,1.0,8.96,5.0
100.0,37.0,6.0,12.0,40.0,24.8,1.0,10.0,191.58,5.0
417.0,21.0,21.0,22.0,229.0,54.2,1.0,1.0,54.0,5.0
250.0,22.0,10.0,15.0,224.99,18.05,1.0,5.0,50.13,5.0
600.0,20.0,60.0,20.0,429.0,45.37,1.0,1.0,76.78,5.0
250.0,16.0,15.0,15.0,38.95,19.18,1.0,1.0,519.74,3.0
750.0,48.0,16.0,25.0,92.9,24.86,1.0,8.0,165.67,4.0
600.0,22.0,9.0,12.0,115.0,13.06,1.0,6.0,61.01,3.0
1200.0,20.0,25.0,58.0,119.99,14.93,1.0,1.0,63.79,5.0
1500.0,22.0,12.0,33.0,30.5,11.85,1.0,1.0,21.15,5.0
400.0,20.0,2.0,15.0,122.99,14.61,1.0,5.0,76.57,5.0
1500.0,40.0,6.0,32.0,68.31,23.06,1.0,1.0,28.73,5.0
138.0,12.0,9.0,18.0,68.31,23.06,1.0,2.0,108.83,5.0
300.0,30.0,15.0,15.0,68.31,23.06,1.0,7.0,167.62,4.0
1750.0,45.0,21.0,26.0,27.9,18.3,1.0,1.0,63.82,4.0
1525.0,17.0,24.0,24.0,169.9,16.95,1.0,6.0,61.01,3.0
75.0,17.0,8.0,13.0,69.9,15.28,1.0,6.0,66.02,5.0
700.0,30.0,30.0,30.0,7.59,7.78,1.0,2.0,233.04,3.0
550.0,20.0,16.0,17.0,61.72,15.18,1.0,1.0,77.57,3.0
3600.0,19.0,30.0,26.0,79.99,33.92,7.0,1.0,48.85,5.0
30000.0,55.0,75.0,61.0,94.99,8.89,1.0,2.0,189.56,4.0
260.0,22.0,4.0,22.0,99.0,26.43,1.0,2.0,126.9,5.0
450.0,18.0,16.0,17.0,99.0,26.43,1.0,1.0,79.61,5.0
1688.0,23.0,17.0,22.0,99.0,26.43,1.0,4.0,109.22,5.0
1000.0,100.0,11.0,20.0,99.0,26.43,1.0,10.0,378.39,2.0
2200.0,30.0,60.0,19.0,189.9,8.59,1.0,2.0,186.84,5.0
3000.0,69.0,11.0,11.0,168.99,15.93,1.0,3.0,92.76,5.0
594.0,20.0,15.0,16.0,45.0,15.1,1.0,1.0,39.28,5.0
75.0,18.0,9.0,16.0,28.9,16.79,1.0,8.0,254.25,5.0
2350.0,30.0,12.0,15.0,364.0,64.8,1.0,1.0,48.68,5.0
250.0,40.0,10.0,25.0,149.9,23.98,1.0,1.0,77.99,5.0
1700.0,31.0,5.0,31.0,49.7,14.44,1.0,10.0,248.36,5.0
1200.0,28.0,13.0,21.0,129.99,18.16,1.0,8.0,381.9,5.0
200.0,31.0,4.0,13.0,399.2,25.37,1.0,9.0,96.26,5.0
400.0,17.0,10.0,12.0,19.99,10.96,1.0,10.0,134.01,3.0
1300.0,37.0,37.0,37.0,499.99,18.26,1.0,3.0,235.7,5.0
150.0,20.0,5.0,12.0,69.99,23.29,1.0,1.0,384.79,3.0
100.0,16.0,5.0,16.0,153.0,18.32,1.0,5.0,126.92,5.0
5150.0,60.0,12.0,60.0,52.0,21.16,1.0,1.0,34.22,5.0
180.0,16.0,13.0,11.0,49.0,25.63,1.0,1.0,76.76,1.0
150.0,22.0,4.0,17.0,118.5,21.25,1.0,1.0,39.28,3.0
100.0,24.0,2.0,17.0,117.0,15.57,1.0,4.0,94.48,5.0
200.0,20.0,20.0,12.0,43.2,11.85,1.0,1.0,575.68,4.0
4900.0,31.0,31.0,31.0,43.2,11.85,1.0,1.0,71.8,2.0
350.0,22.0,12.0,17.0,43.2,11.85,1.0,3.0,291.32,4.0
4442.0,57.0,36.0,42.0,43.2,11.85,1.0,2.0,82.5,1.0
400.0,19.0,19.0,14.0,155.0,15.48,1.0,3.0,101.34,4.0
350.0,16.0,12.0,14.0,56.99,4.36,1.0,6.0,61.09,5.0
1400.0,41.0,6.0,33.0,56.99,4.36,1.0,1.0,53.9,5.0
200.0,27.0,13.0,17.0,21.99,15.1,1.0,2.0,56.75,5.0
623.0,30.0,7.0,31.0,21.99,15.1,1.0,1.0,36.96,4.0
100.0,16.0,11.0,9.0,179.0,9.2,1.0,3.0,78.7,5.0
300.0,16.0,2.0,20.0,184.9,21.78,1.0,5.0,53.27,3.0
100.0,16.0,8.0,16.0,75.0,11.14,2.0,1.0,118.43,5.0
6300.0,51.0,22.0,36.0,29.9,8.11,1.0,1.0,199.49,5.0
8575.0,33.0,48.0,38.0,29.9,8.11,1.0,1.0,112.84,1.0
250.0,16.0,16.0,16.0,18.9,13.47,1.0,1.0,215.14,5.0
250.0,22.0,11.0,16.0,95.0,15.55,1.0,6.0,68.35,4.0
550.0,21.0,18.0,13.0,64.99,18.12,1.0,1.0,38.13,5.0
11350.0,63.0,61.0,24.0,139.9,36.32,1.0,1.0,97.89,5.0
475.0,26.0,13.0,16.0,299.0,63.26,1.0,10.0,260.13,5.0
7200.0,43.0,23.0,33.0,42.99,11.74,1.0,10.0,128.48,5.0
11100.0,52.0,52.0,36.0,115.0,14.98,1.0,3.0,186.7,4.0
1500.0,20.0,40.0,20.0,155.97,8.35,1.0,1.0,131.46,5.0
650.0,20.0,20.0,20.0,199.99,53.41,1.0,1.0,314.52,5.0
183.0,20.0,8.0,16.0,209.9,26.31,1.0,1.0,57.36,5.0
2175.0,36.0,11.0,19.0,13.9,18.23,1.0,2.0,129.12,5.0
100.0,19.0,4.0,20.0,210.0,24.62,1.0,5.0,253.99,5.0
475.0,24.0,16.0,19.0,29.9,9.94,1.0,1.0,125.42,4.0
400.0,20.0,13.0,13.0,29.9,9.94,1.0,1.0,103.27,5.0
250.0,20.0,20.0,20.0,169.9,39.48,1.0,1.0,211.92,4.0
250.0,16.0,2.0,11.0,17.99,8.29,1.0,3.0,199.06,1.0
200.0,16.0,25.0,15.0,69.0,15.0,1.0,1.0,31.38,5.0
6300.0,101.0,16.0,25.0,69.0,15.0,1.0,1.0,27.68,5.0
1750.0,16.0,16.0,15.0,199.9,10.13,1.0,3.0,70.91,1.0
5750.0,60.0,20.0,29.0,259.9,35.62,1.0,10.0,940.65,5.0
240.0,18.0,10.0,14.0,135.0,27.03,1.0,1.0,12.82,5.0
1083.0,19.0,18.0,18.0,23.2,14.52,1.0,10.0,178.9,5.0
10750.0,30.0,20.0,30.0,23.2,14.52,1.0,1.0,36.9,5.0
1571.0,18.0,6.0,18.0,32.0,15.23,1.0,2.0,40.23,5.0
290.0,17.0,7.0,13.0,18.65,12.69,1.0,10.0,343.51,4.0
100.0,24.0,13.0,19.0,112.94,45.56,1.0,8.0,135.07,4.0
250.0,16.0,2.0,11.0,112.94,45.56,1.0,1.0,82.52,4.0
500.0,16.0,2.0,11.0,179.0,13.59,1.0,1.0,62.7,5.0
650.0,16.0,29.0,22.0,40.5,7.78,1.0,7.0,171.77,4.0
11400.0,60.0,6.0,60.0,887.0,26.7,1.0,6.0,136.1,5.0
1350.0,30.0,20.0,30.0,114.99,15.91,1.0,2.0,118.35,5.0
5000.0,100.0,80.0,11.0,89.9,38.18,1.0,10.0,141.51,4.0
3500.0,30.0,30.0,30.0,95.0,30.2,2.0,1.0,90.1,3.0
1500.0,42.0,14.0,32.0,14.95,16.4,1.0,10.0,1006.77,5.0
200.0,30.0,20.0,40.0,158.0,25.95,1.0,1.0,24.75,4.0
950.0,43.0,17.0,24.0,229.99,62.35,1.0,1.0,36.88,4.0
200.0,23.0,6.0,15.0,230.0,22.1,1.0,10.0,111.61,5.0
800.0,16.0,2.0,11.0,64.99,27.51,1.0,4.0,48.21,5.0
20700.0,60.0,40.0,40.0,200.0,26.24,1.0,5.0,4042.74,5.0
3175.0,30.0,28.0,33.0,69.9,16.25,3.0,1.0,9.15,5.0
200.0,18.0,4.0,13.0,129.9,17.16,1.0,1.0,60.78,1.0
300.0,16.0,16.0,12.0,117.3,12.81,1.0,3.0,56.77,5.0
6000.0,40.0,10.0,20.0,139.0,15.88,1.0,1.0,113.44,3.0
250.0,16.0,16.0,16.0,199.89,12.02,1.0,6.0,152.99,4.0
100.0,16.0,16.0,16.0,53.9,17.63,1.0,3.0,34.09,5.0
1450.0,21.0,16.0,16.0,30.9,9.27,1.0,1.0,42.78,4.0
400.0,19.0,11.0,16.0,30.9,9.27,1.0,2.0,133.47,1.0
14650.0,65.0,65.0,13.0,30.9,9.27,1.0,2.0,128.21,5.0
11683.0,47.0,30.0,49.0,229.9,22.1,1.0,1.0,32.0,5.0
3474.0,31.0,28.0,30.0,27.9,7.87,1.0,3.0,157.21,4.0
300.0,51.0,15.0,15.0,169.0,22.89,1.0,1.0,34.59,4.0
2000.0,30.0,12.0,16.0,89.9,23.5,1.0,1.0,298.99,5.0
150.0,16.0,9.0,11.0,154.9,14.1,1.0,3.0,702.07,4.0
483.0,30.0,14.0,25.0,39.0,7.78,1.0,8.0,372.01,5.0
500.0,20.0,14.0,18.0,19.9,15.1,1.0,1.0,66.67,5.0
2725.0,33.0,22.0,16.0,98.9,7.95,1.0,1.0,33.68,5.0
1200.0,20.0,12.0,20.0,219.9,104.73,1.0,1.0,68.95,1.0
9650.0,86.0,8.0,40.0,35.99,18.35,1.0,1.0,195.29,4.0
1673.0,24.0,13.0,21.0,144.99,47.45,1.0,1.0,319.9,5.0
4033.0,27.0,27.0,27.0,129.99,16.67,1.0,1.0,37.69,1.0
900.0,45.0,10.0,35.0,25.0,14.52,1.0,10.0,702.18,3.0
100.0,16.0,3.0,11.0,49.0,7.78,1.0,1.0,129.78,5.0
900.0,50.0,7.0,50.0,69.0,12.61,1.0,2.0,61.27,4.0
233.0,18.0,8.0,13.0,17.9,18.23,1.0,6.0,271.24,5.0
314.0,18.0,11.0,14.0,79.99,17.81,1.0,1.0,68.13,4.0
1900.0,28.0,55.0,37.0,119.8,27.16,1.0,1.0,109.5,5.0
450.0,28.0,28.0,22.0,84.89,15.34,1.0,1.0,255.02,5.0
800.0,25.0,16.0,16.0,199.0,14.42,1.0,10.0,259.63,5.0
12800.0,67.0,57.0,30.0,149.0,14.43,1.0,4.0,340.04,3.0
1600.0,30.0,21.0,28.0,399.9,24.67,1.0,1.0,40.69,5.0
1874.0,38.0,38.0,26.0,151.97,17.97,1.0,1.0,64.1,5.0
150.0,16.0,16.0,16.0,151.97,17.97,1.0,2.0,133.71,5.0
1014.0,25.0,22.0,22.0,105.0,23.5,1.0,1.0,35.0,4.0
6150.0,20.0,20.0,20.0,284.0,39.54,1.0,12.0,142.86,1.0
250.0,16.0,2.0,11.0,40.0,8.88,1.0,1.0,35.84,4.0
100.0,21.0,9.0,14.0,40.0,8.88,1.0,6.0,62.08,4.0
7700.0,50.0,20.0,50.0,167.84,33.62,1.0,1.0,51.3,5.0
1200.0,45.0,15.0,35.0,149.9,39.1,1.0,1.0,92.97,5.0
4300.0,34.0,12.0,43.0,89.0,8.99,1.0,4.0,111.02,5.0
900.0,21.0,12.0,21.0,69.9,13.85,1.0,1.0,92.81,3.0
288.0,16.0,9.0,13.0,29.9,9.34,1.0,1.0,87.08,4.0
367.0,19.0,14.0,17.0,29.99,16.79,1.0,1.0,30.27,3.0
600.0,16.0,16.0,16.0,99.9,23.02,1.0,1.0,86.58,4.0
200.0,30.0,5.0,30.0,99.9,23.02,1.0,3.0,88.49,5.0
1600.0,16.0,10.0,14.0,99.9,25.25,1.0,10.0,514.6,5.0
200.0,19.0,5.0,11.0,219.0,16.74,1.0,1.0,155.74,5.0
1700.0,67.0,2.0,31.0,109.9,27.5,1.0,1.0,169.44,4.0
11100.0,60.0,60.0,18.0,45.9,14.52,1.0,1.0,94.55,5.0
8350.0,105.0,12.0,45.0,6.3,7.78,1.0,2.0,72.43,5.0
200.0,16.0,11.0,11.0,49.9,19.74,1.0,1.0,160.57,5.0
1250.0,50.0,22.0,30.0,40.9,3.95,5.0,1.0,34.52,1.0
1100.0,30.0,5.0,45.0,39.9,14.1,1.0,1.0,169.53,1.0
400.0,16.0,12.0,15.0,76.9,19.73,1.0,8.0,195.49,4.0
1850.0,35.0,15.0,25.0,39.9,14.1,1.0,7.0,149.31,2.0
200.0,22.0,8.0,15.0,249.0,25.12,17.0,1.0,16.7,5.0
600.0,25.0,31.0,25.0,329.0,28.62,1.0,1.0,77.57,5.0
8800.0,33.0,30.0,44.0,69.0,8.72,1.0,1.0,15.22,3.0
200.0,16.0,5.0,20.0,416.99,46.72,2.0,1.0,4.75,1.0
200.0,16.0,10.0,11.0,44.0,8.95,1.0,10.0,540.53,5.0
3700.0,40.0,34.0,33.0,117.87,22.39,1.0,3.0,322.89,5.0
92.0,18.0,17.0,12.0,169.9,27.73,1.0,10.0,526.78,5.0
3100.0,60.0,16.0,16.0,289.9,17.73,1.0,10.0,133.99,5.0
2350.0,104.0,4.0,68.0,19.9,11.85,1.0,1.0,55.23,5.0
425.0,31.0,14.0,14.0,99.0,17.94,1.0,1.0,358.5,4.0
350.0,16.0,10.0,16.0,57.0,25.44,1.0,6.0,65.71,4.0
1850.0,21.0,57.0,15.0,45.0,15.1,1.0,1.0,218.04,1.0
150.0,30.0,20.0,20.0,79.9,16.32,1.0,5.0,1035.79,4.0
200.0,20.0,4.0,11.0,25.99,10.96,1.0,1.0,32.29,5.0
1400.0,19.0,26.0,16.0,249.9,44.32,1.0,2.0,122.12,5.0
350.0,27.0,8.0,14.0,150.0,44.33,1.0,4.0,58.59,3.0
476.0,17.0,14.0,14.0,27.9,15.1,1.0,1.0,244.22,5.0
500.0,20.0,20.0,20.0,95.0,22.38,1.0,5.0,52.25,5.0
800.0,50.0,5.0,50.0,109.8,10.08,1.0,1.0,45.69,1.0
600.0,45.0,15.0,35.0,330.0,19.53,1.0,5.0,483.67,4.0
900.0,21.0,20.0,18.0,330.0,39.22,1.0,1.0,34.0,3.0
900.0,100.0,7.0,12.0,35.99,13.37,1.0,1.0,70.5,5.0
2950.0,36.0,38.0,36.0,109.9,14.94,1.0,18.0,1232.85,1.0
400.0,18.0,18.0,18.0,9.9,15.23,3.0,1.0,25.0,4.0
400.0,25.0,5.0,16.0,122.9,18.43,1.0,2.0,43.22,5.0
613.0,37.0,20.0,38.0,119.9,17.0,1.0,5.0,56.39,1.0
450.0,45.0,15.0,35.0,126.0,27.61,1.0,1.0,43.0,5.0
11880.0,50.0,60.0,27.0,89.0,23.42,1.0,1.0,72.98,4.0
167.0,18.0,4.0,11.0,89.0,23.42,1.0,1.0,142.02,5.0
1300.0,60.0,12.0,12.0,169.9,70.41,1.0,10.0,407.36,4.0
400.0,24.0,16.0,25.0,250.0,61.57,1.0,1.0,48.89,3.0
10700.0,104.0,23.0,27.0,119.9,12.54,19.0,1.0,1.68,4.0
1500.0,60.0,16.0,26.0,44.0,12.79,1.0,2.0,199.31,3.0
200.0,16.0,6.0,20.0,127.48,11.5,1.0,1.0,113.67,5.0
129.0,22.0,4.0,20.0,99.99,23.28,1.0,1.0,589.05,4.0
500.0,29.0,10.0,16.0,29.9,18.31,1.0,2.0,62.99,5.0
3900.0,52.0,5.0,32.0,18.9,13.47,1.0,1.0,64.28,3.0
200.0,26.0,6.0,19.0,180.0,16.01,2.0,1.0,37.13,5.0
500.0,24.0,8.0,15.0,28.9,18.23,1.0,3.0,226.72,5.0
1250.0,35.0,20.0,45.0,82.0,27.12,1.0,1.0,49.55,4.0
150.0,20.0,5.0,12.0,43.5,23.11,1.0,1.0,4.63,4.0
1150.0,46.0,10.0,15.0,198.0,12.89,1.0,2.0,175.08,5.0
6300.0,58.0,20.0,46.0,79.9,18.66,1.0,1.0,1.43,5.0
300.0,25.0,11.0,18.0,169.4,23.77,1.0,1.0,93.65,5.0
2175.0,19.0,28.0,24.0,169.4,23.77,1.0,2.0,106.16,5.0
500.0,23.0,15.0,19.0,64.99,14.2,1.0,3.0,78.3,1.0
250.0,16.0,12.0,14.0,107.0,21.24,1.0,1.0,42.41,5.0
240.0,17.0,11.0,14.0,17.99,7.78,1.0,7.0,144.03,5.0
2400.0,20.0,30.0,30.0,75.0,15.28,1.0,1.0,101.94,4.0
1175.0,30.0,15.0,18.0,52.0,11.86,1.0,1.0,57.39,5.0
450.0,30.0,20.0,16.0,89.0,13.64,1.0,1.0,52.01,5.0
3650.0,60.0,15.0,15.0,89.0,13.64,1.0,10.0,212.02,5.0
700.0,30.0,16.0,16.0,129.99,29.19,1.0,1.0,50.1,2.0
5400.0,40.0,26.0,25.0,111.9,15.53,1.0,2.0,112.1,5.0
2100.0,50.0,7.0,50.0,49.0,15.79,1.0,2.0,142.02,5.0
750.0,34.0,23.0,30.0,379.0,74.5,1.0,1.0,136.94,4.0
6550.0,30.0,30.0,20.0,18.0,18.23,1.0,1.0,136.04,5.0
425.0,44.0,14.0,34.0,129.9,12.36,1.0,1.0,95.31,5.0
1200.0,20.0,9.0,21.0,139.0,17.22,1.0,1.0,26.39,5.0
650.0,25.0,25.0,25.0,25.9,12.48,1.0,5.0,64.94,5.0
600.0,20.0,20.0,20.0,149.97,27.59,1.0,1.0,3.47,2.0
3700.0,40.0,20.0,20.0,314.9,20.08,1.0,8.0,80.32,5.0
500.0,17.0,9.0,17.0,45.9,15.11,1.0,8.0,260.23,4.0
350.0,22.0,8.0,19.0,99.99,18.5,1.0,1.0,92.81,5.0
800.0,24.0,13.0,18.0,36.99,14.1,1.0,2.0,198.13,5.0
1650.0,40.0,45.0,25.0,58.0,21.99,1.0,1.0,284.96,4.0
5200.0,20.0,15.0,13.0,127.9,17.34,1.0,3.0,79.0,3.0
450.0,20.0,14.0,13.0,69.5,18.59,1.0,3.0,72.56,5.0
3000.0,41.0,17.0,32.0,289.0,21.21,1.0,1.0,33.77,4.0
1200.0,17.0,32.0,17.0,20.3,25.63,1.0,1.0,298.08,4.0
2200.0,60.0,30.0,15.0,12.5,7.78,1.0,1.0,48.69,4.0
117.0,21.0,9.0,11.0,82.8,12.71,1.0,5.0,105.74,4.0
2900.0,35.0,7.0,35.0,26.9,25.63,1.0,1.0,59.05,5.0
2150.0,50.0,10.0,40.0,86.99,14.19,1.0,1.0,26.78,5.0
100.0,16.0,6.0,14.0,21.05,11.85,1.0,1.0,45.09,5.0
300.0,16.0,17.0,11.0,149.99,23.85,1.0,1.0,45.7,4.0
1400.0,30.0,30.0,30.0,50.0,47.79,1.0,5.0,51.05,4.0
4735.0,39.0,43.0,36.0,34.9,10.96,1.0,1.0,280.12,5.0
150.0,22.0,3.0,15.0,184.9,13.87,1.0,1.0,42.35,5.0
17450.0,50.0,50.0,65.0,162.9,19.24,1.0,1.0,108.67,5.0
1078.0,20.0,17.0,19.0,34.3,18.23,1.0,2.0,198.12,5.0
2000.0,30.0,3.0,21.0,72.9,14.09,1.0,5.0,206.44,5.0
14500.0,35.0,30.0,35.0,24.9,12.79,1.0,2.0,99.11,5.0
5550.0,50.0,11.0,60.0,269.0,17.59,1.0,1.0,139.52,5.0
200.0,16.0,3.0,11.0,39.9,15.1,11.0,1.0,1.47,5.0
2200.0,60.0,18.0,18.0,27.3,9.42,1.0,1.0,56.81,5.0
6700.0,30.0,20.0,20.0,12.97,14.1,1.0,1.0,57.61,5.0
800.0,20.0,15.0,20.0,14.9,9.22,1.0,2.0,172.22,4.0
21000.0,40.0,20.0,36.0,17.9,4.61,1.0,1.0,143.35,5.0
350.0,17.0,4.0,12.0,14.9,9.22,1.0,8.0,83.41,5.0
1600.0,18.0,34.0,27.0,119.99,8.09,1.0,1.0,227.83,1.0
2750.0,35.0,20.0,20.0,32.99,13.08,1.0,2.0,39.05,4.0
300.0,17.0,9.0,12.0,32.99,13.08,1.0,1.0,371.9,2.0
700.0,33.0,20.0,20.0,32.99,13.08,1.0,1.0,396.66,5.0
6350.0,28.0,32.0,24.0,109.95,18.2,1.0,3.0,639.54,4.0
250.0,20.0,20.0,20.0,24.99,11.73,1.0,8.0,383.1,5.0
1350.0,42.0,25.0,15.0,99.99,15.46,1.0,1.0,44.31,4.0
350.0,28.0,20.0,24.0,99.9,13.25,1.0,4.0,227.47,5.0
100.0,20.0,20.0,25.0,25.9,11.85,1.0,1.0,39.6,5.0
700.0,39.0,5.0,20.0,59.9,19.66,1.0,3.0,1140.58,4.0
400.0,16.0,2.0,11.0,8.9,8.72,1.0,2.0,97.05,5.0
3350.0,29.0,28.0,24.0,19.9,11.85,1.0,3.0,74.17,5.0
350.0,18.0,16.0,16.0,44.0,16.05,1.0,1.0,108.0,3.0
3300.0,40.0,30.0,30.0,12.98,11.85,1.0,1.0,25.75,5.0
833.0,30.0,21.0,21.0,730.0,80.13,1.0,1.0,137.55,5.0
14000.0,60.0,5.0,90.0,29.0,11.85,1.0,1.0,131.51,4.0
200.0,25.0,2.0,18.0,179.99,21.17,1.0,1.0,192.69,5.0
9050.0,56.0,26.0,28.0,39.0,23.28,1.0,1.0,33.54,5.0
400.0,16.0,17.0,11.0,149.0,27.34,1.0,4.0,43.56,5.0
850.0,16.0,7.0,30.0,144.9,65.46,1.0,1.0,261.54,4.0
188.0,16.0,9.0,14.0,25.0,15.1,1.0,2.0,27.99,4.0
7350.0,30.0,35.0,30.0,138.5,20.21,1.0,2.0,131.16,4.0
850.0,60.0,15.0,15.0,15.49,7.87,1.0,1.0,304.55,4.0
200.0,25.0,7.0,16.0,52.64,11.87,1.0,1.0,47.68,5.0
600.0,50.0,5.0,40.0,84.0,12.93,2.0,4.0,339.54,5.0
800.0,35.0,4.0,25.0,44.9,19.32,1.0,3.0,135.34,5.0
3800.0,44.0,23.0,43.0,85.5,9.91,1.0,2.0,211.91,5.0
500.0,46.0,10.0,60.0,46.99,14.87,1.0,3.0,99.34,4.0
900.0,51.0,17.0,20.0,49.9,37.26,1.0,1.0,51.11,5.0
2750.0,35.0,10.0,35.0,49.9,37.26,1.0,3.0,87.76,5.0
1200.0,30.0,14.0,22.0,44.99,21.85,1.0,3.0,275.08,4.0
665.0,9.0,9.0,8.0,99.99,16.89,1.0,1.0,183.79,2.0
300.0,17.0,4.0,12.0,239.9,46.14,1.0,1.0,434.24,3.0
543.0,21.0,23.0,21.0,188.0,17.76,1.0,5.0,113.33,5.0
2700.0,80.0,12.0,60.0,94.9,7.92,10.0,1.0,9.34,4.0
150.0,45.0,10.0,11.0,169.99,27.73,1.0,1.0,20.39,5.0
800.0,20.0,50.0,40.0,170.0,16.82,1.0,1.0,49.78,1.0
900.0,95.0,8.0,50.0,16.9,11.85,1.0,1.0,114.85,5.0
440.0,20.0,11.0,17.0,49.99,7.61,1.0,2.0,195.54,5.0
925.0,22.0,10.0,17.0,89.99,16.39,1.0,10.0,344.89,1.0
425.0,20.0,11.0,14.0,89.99,16.39,1.0,1.0,76.56,4.0
250.0,27.0,13.0,17.0,32.0,18.37,1.0,1.0,4.29,5.0
425.0,40.0,7.0,34.0,49.0,7.39,1.0,1.0,142.12,5.0
100.0,16.0,13.0,11.0,149.0,45.12,1.0,1.0,648.03,5.0
700.0,16.0,17.0,16.0,28.78,11.74,1.0,1.0,56.79,3.0
